 8.35959663e-01 3.39714769e-01 0.00000000e+00 0.00000000e+00
 5.57393844e-01 8.95011521e-01 0.00000000e+00 0.00000000e+00
 4.03554997e-01 2.06851072e-01 0.00000000e+00 0.00000000e+00
 7.10945698e-01 2.38908329e-01 0.00000000e+00 0.00000000e+00
 9.01345327e-01 3.86935168e-01 0.00000000e+00 0.00000000e+00
 7.91962293e-01 5.45352980e-02 0.00000000e+00 0.00000000e+00
 8.44305687e-01 3.14445056e-01 0.00000000e+00 0.00000000e+00
 8.60862572e-01 2.22059565e-01 0.00000000e+00 0.00000000e+00
 3.29979307e-02 4.71883860e-01 0.00000000e+00 0.00000000e+00
 9.35124669e-01 1.41975743e-01 0.00000000e+00 0.00000000e+00
 9.42240910e-01 1.10554173e-01 0.00000000e+00 0.00000000e+00
 1.26055729e-01 3.82161445e-01 0.00000000e+00 0.00000000e+00
 8.25834829e-01 8.62657179e-01 0.00000000e+00 0.00000000e+00
 3.93477029e-01 2.37108538e-01 0.00000000e+00 0.00000000e+00
 2.73954173e-01 8.85474114e-01 0.00000000e+00 0.00000000e+00
 6.61391702e-01 9.33316846e-02 0.00000000e+00 0.00000000e+00
 6.47780054e-01 5.81387351e-01 0.00000000e+00 0.00000000e+00
 3.93927025e-01 3.56656101e-01 0.00000000e+00 0.00000000e+00
 1.82026012e-01 4.01634054e-01 0.00000000e+00 0.00000000e+00
 2.47793369e-01 1.55277303e-01 0.00000000e+00 0.00000000e+00
 3.93464405e-01 1.34249653e-01 0.00000000e+00 0.00000000e+00
 5.25517096e-01 4.73985115e-01 0.00000000e+00 0.00000000e+00
 6.32581640e-01 8.75138741e-01 0.00000000e+00 0.00000000e+00
 7.44072040e-01 2.40501082e-01 0.00000000e+00 0.00000000e+00
 2.21572130e-01 9.67143300e-01 0.00000000e+00 0.00000000e+00
 6.13089063e-01 2.66920463e-01 0.00000000e+00 0.00000000e+00
 7.17163018e-01 4.35276496e-01 0.00000000e+00 0.00000000e+00
 5.88583957e-01 8.30476810e-01 0.00000000e+00 0.00000000e+00
 9.70641747e-01 8.50635513e-01 0.00000000e+00 0.00000000e+00
 9.14363196e-01 2.84040786e-01 0.00000000e+00 0.00000000e+00
 6.24245158e-01 4.70540319e-01 0.00000000e+00 0.00000000e+00
 8.35121519e-01 6.41289428e-01 0.00000000e+00 0.00000000e+00
 6.80813680e-01 4.87601688e-01 0.00000000e+00 0.00000000e+00
 4.39539765e-01 5.75255044e-01 0.00000000e+00 0.00000000e+00
 7.33280683e-01 8.73565273e-01 0.00000000e+00 0.00000000e+00
 1.42957798e-01 3.08879449e-01 0.00000000e+00 0.00000000e+00
 7.33247729e-01 2.86130793e-01 0.00000000e+00 0.00000000e+00
 7.17228679e-01 3.46320115e-01 0.00000000e+00 0.00000000e+00
 9.75622623e-01 1.54515952e-01 0.00000000e+00 0.00000000e+00
 7.77873746e-01 5.06614788e-01 0.00000000e+00 0.00000000e+00
 1.27282534e-01 3.26132493e-01 0.00000000e+00 0.00000000e+00
 6.71379229e-01 3.99387168e-01 0.00000000e+00 0.00000000e+00
 8.21175082e-01 5.44954401e-02 0.00000000e+00 0.00000000e+00
 4.22982284e-01 1.63685798e-01 0.00000000e+00 0.00000000e+00
