-1.3255 -0.380741 
0.588819 -0.0146536 
-0.232101 -0.869628 
0.213137 -1.18101 
-1.0995 0.559778 
-1.03844 -0.37273 
0.0617996 0.215391 
0.289924 -0.269181 
0.716353 0.775638 
-0.387284 0.510352 
-1.02604 0.118171 
0.711177 0.631946 
0.359235 -0.432313 
1.20428 0.399815 
0.108383 1.07454 
0.479955 -0.167086 
0.238355 0.928386 
-1.20008 0.301916 
0.40546 -1.16478 
-0.037413 1.16189 
0.870494 -1.14296 
0.916273 -0.120586 
-0.574408 0.53775 
0.271621 0.956135 
-0.287853 1.03103 
0.435683 -0.380061 
-0.0913427 -1.21812 
-1.10642 0.311581 
-1.18748 0.0137279 
0.305377 1.15918 
0.272028 -0.405915 
-0.104532 0.493416 
-1.22831 0.27136 
-0.0699521 0.689905 
-0.133064 -0.818906 
-0.0962097 0.0187636 
0.494291 -0.154837 
1.00507 -1.01345 
-1.11744 0.489365 
0.146432 0.891741 
0.107141 0.103842 
0.380653 -0.0534607 
-0.377267 0.500905 
-0.151717 0.818195 
-0.359433 -0.204309 
-0.388602 -0.133168 
-0.135068 -0.434575 
0.494801 0.807794 
-0.945176 0.533934 
0.977425 -0.775142 
0.0175865 -0.0548381 
0.572789 0.386787 
-0.528222 0.0796678 
0.207495 0.948261 
-0.572987 0.283726 
-0.945953 -0.694015 
0.682006 0.920043 
-1.33967 0.972821 
1.0274 0.483827 
0.213919 0.0461457 
-0.101513 -0.24024 
0.199129 -0.264769 
-0.122203 0.947002 
-0.353671 0.431424 
-0.698528 -0.492904 
-0.444556 -0.0453289 
0.916715 -0.348385 
-0.579523 -0.525495 
-0.428774 -0.108966 
-0.638782 0.20478 
-1.16707 0.207257 
0.384324 -0.379386 
0.837955 -0.637034 
0.722902 0.390965 
-0.259423 -0.179874 
-0.567974 0.389812 
0.0750071 -1.04963 
0.24838 -0.99695 
1.02126 -0.582755 
-0.223287 0.250479 
0.168962 1.04825 
0.765412 0.910598 
0.0545149 -0.335256 
0.0107892 0.171541 
0.31616 0.961927 
1.12416 0.434073 
-0.125889 0.0528253 
-0.272298 0.259325 
0.469984 -0.28647 
-0.496815 -0.823479 
1.21193 -0.00568586 
-0.432678 -0.921875 
-0.392812 0.025402 
-1.28806 0.0809951 
1.2094 0.0206771 
0.0615486 0.0309741 
-0.987032 -0.79701 
0.954577 -0.509716 
-0.895751 0.125882 
-0.699511 -0.456769 
-1.52298 0.615809 
-0.524648 0.475005 
-0.780814 -0.364001 
0.736393 -0.795119 
0.178586 -0.512168 
-0.0167706 0.126621 
0.921168 -0.870597 
0.989665 -0.423149 
-0.747163 -0.684764 
0.40841 -0.233445 
-0.239878 -1.19038 
0.0069466 -0.189296 
-1.05142 -0.246965 
-0.0912581 -1.1125 
-0.217967 0.151937 
-0.108644 0.792315 
0.149997 0.975172 
-1.33796 -0.123951 
-0.291759 0.612971 
0.814489 -0.396511 
-0.546449 0.801131 
1.16519 -0.585299 
-0.39886 -1.16515 
-0.183571 0.968904 
-0.573734 -0.50221 
-0.467063 -0.113996 
0.251159 0.112343 
1.26465 0.482449 
0.475962 -0.00228882 
-0.483789 0.505835 
-0.11983 -0.0818031 
1.00191 0.528544 
-0.298921 0.51375 
0.29844 -0.524108 
0.951865 0.517162 
1.18389 0.550931 
-0.101082 0.672445 
1.25826 0.00125561 
0.314949 1.20584 
0.185972 0.0432044 
0.402211 0.648038 
-0.0759007 0.419528 
-0.674738 -0.450967 
0.723537 0.637353 
1.10567 0.0419524 
-0.830429 -0.315104 
0.829296 -0.235406 
0.264536 -0.521692 
0.805889 -1.12334 
-0.570171 -0.804497 
1.0524 0.117571 
-1.06346 -0.787018 
1.28657 -0.574349 
-0.500763 -0.101916 
-0.375557 0.257651 
-0.220546 0.124654 
-0.508253 0.474308 
-0.0703967 -0.40687 
0.611138 0.993344 
-0.777977 -0.280726 
0.539532 -0.00918473 
-1.57722 0.54178 
-0.0319078 0.957846 
-0.278281 0.763106 
0.538271 -0.719864 
-0.908162 -0.274035 
-0.907675 0.28439 
0.712216 -0.638703 
-0.844899 -0.123626 
0.466219 -0.0773711 
0.315381 -0.418417 
-1.1239 0.535513 
1.01423 0.607387 
-0.452963 0.588118 
-0.0750357 -0.25585 
-0.335652 -0.184798 
0.0783537 1.12879 
1.21483 0.594353 
0.484077 -0.935753 
0.666469 -0.723688 
0.24037 -0.960211 
-0.455593 -1.03309 
1.28051 -0.39468 
0.992835 0.252894 
0.828486 0.664946 
1.26877 -0.130061 
-0.631728 0.34577 
0.0190952 1.29015 
-0.18478 -0.274518 
0.141656 -0.167699 
-1.3623 0.131166 
-0.0376819 0.0785864 
0.554921 -1.20865 
-0.580831 0.389766 
0.29516 -0.290154 
0.977475 0.198745 
1.05357 -0.817322 
-0.442957 -1.09447 
0.997325 -0.370303 
-0.219527 0.653616 
0.240688 -0.261624 
-0.232285 0.2866 
1.19953 -0.201261 
1.15027 0.500775 
0.987823 -0.809489 
-0.683475 -0.586958 
-0.188497 0.33484 
-0.81067 -0.65649 
0.154991 0.891086 
0.85008 -0.634591 
-0.929034 -0.145957 
-1.40627 -0.373075 
-0.281011 0.159842 
-1.21927 0.0126769 
-0.0307453 0.565927 
0.622756 0.824403 
-1.0316 -0.146183 
-1.1755 -0.0651183 
-0.441988 -0.151297 
-1.06819 -0.11204 
-0.723257 -0.801663 
-0.529421 0.151047 
0.180757 0.890759 
0.844339 0.641388 
-0.0349671 0.642415 
-0.286722 0.616601 
-0.162647 0.659863 
-0.101371 0.962176 
0.883286 -0.532348 
-0.221605 0.276157 
-0.383744 -0.846679 
-0.848499 -0.908638 
0.381403 -0.448665 
0.130768 -1.05059 
-0.056618 -0.145296 
-0.555751 -0.62851 
-0.10386 -0.239249 
0.0340741 -0.518157 
1.08189 0.338586 
